<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
06/02/06,000000,40750.0000000,45490.0000000,40600.0000000,44101.0200000,140460
13/02/06,000000,43751.0100000,45500.0000000,43225.0000000,45300.0000000,146202
20/02/06,000000,45500.1300000,46149.9900000,44050.0000000,45850.0000000,72659
27/02/06,000000,46000.0000000,46500.0000000,41800.0000000,42750.0000000,156703
06/03/06,000000,43041.0000000,43350.0000000,37826.6000000,39500.0000000,132903
13/03/06,000000,39699.0000000,41980.0000000,38155.0000000,39800.0000000,163243
20/03/06,000000,40000.0100000,41800.0000000,39670.0000000,41039.1000000,113180
27/03/06,000000,41577.9000000,41590.0000000,39200.0000000,41169.0000000,116628
03/04/06,000000,41171.0300000,42490.0000000,40430.0000000,41900.0000000,115713
10/04/06,000000,41800.0500000,44745.0000000,41529.7100000,43367.3400000,214890
17/04/06,000000,43498.0000000,44230.0000000,42100.0000000,42789.9900000,124392
24/04/06,000000,42849.0000000,50050.0000000,41652.0000000,48945.0000000,435759
01/05/06,000000,49349.9900000,52495.0000000,48550.0000000,50499.9900000,230095
08/05/06,000000,50481.0000000,51899.0000000,45575.0000000,46315.0100000,133365
15/05/06,000000,45800.0000000,46350.0000000,39000.0000000,41510.0000000,207922
22/05/06,000000,41910.0000000,45300.0000000,35500.0000000,44550.0000000,321015
29/05/06,000000,45100.0000000,47733.0000000,41101.0000000,47650.0000000,198560
05/06/06,000000,47999.0000000,48127.0000000,41500.0000000,42980.0000000,212935
12/06/06,000000,40489.0000000,44200.0000000,38000.0000000,41002.0000000,188824
19/06/06,000000,41100.0000000,44900.0000000,40800.0100000,43680.0000000,119277
26/06/06,000000,44090.0000000,46745.0000000,42700.0000000,45950.0000000,140767
03/07/06,000000,46485.0100000,50950.0000000,45350.0000000,50849.0000000,232335
10/07/06,000000,50600.0000000,52650.0000000,45423.0000000,46800.0000000,172409
17/07/06,000000,46700.0000000,52000.0000000,43557.0000000,46400.0000000,87818
31/07/06,000000,51992.0000000,52225.0000000,50502.0000000,51450.0000000,32692
07/08/06,000000,51257.0000000,53500.0000000,50100.0000000,52950.0000000,89609
14/08/06,000000,53050.0000000,55774.0000000,52311.0000000,52701.0000000,156222
21/08/06,000000,53000.0000000,55700.0000000,52713.0000000,55330.9000000,81511
28/08/06,000000,54975.0000000,59230.0000000,54650.0000000,56300.0000000,111845
04/09/06,000000,57177.0000000,60198.0000000,56105.0100000,56501.0000000,129640
11/09/06,000000,56205.0000000,56449.9800000,53550.0000000,54490.0000000,184455
18/09/06,000000,54900.0000000,56488.0000000,54000.0000000,54400.0000000,108615
25/09/06,000000,54100.0000000,58700.0000000,52815.0000000,58000.0200000,158695
02/10/06,000000,58500.0000000,60450.0000000,55300.0000000,59220.0000000,141344
09/10/06,000000,59350.0000000,62480.0000000,59000.0000000,61940.0100000,118898
16/10/06,000000,62200.0000000,62200.0000000,58700.0000000,61200.0000000,118337
23/10/06,000000,61500.0000000,63300.0000000,59660.0000000,60600.0000000,160467
30/10/06,000000,60400.0000000,61300.0000000,58810.0000000,60999.9800000,104469
06/11/06,000000,61300.0000000,64145.0000000,61250.0000000,63849.0000000,93486
13/11/06,000000,63900.0000000,66400.0000000,62870.0000000,66000.0000000,126155
20/11/06,000000,65914.0100000,66550.0000000,64515.0000000,65760.2300000,87617
27/11/06,000000,66000.0000000,66590.0000000,64600.0000000,65369.0000000,105691
04/12/06,000000,65264.3600000,73898.9900000,64956.0300000,73849.9900000,213958
11/12/06,000000,73849.9900000,79100.0200000,73550.0000000,78250.0000000,223302
18/12/06,000000,78211.0000000,83419.0000000,76700.0000000,81768.0400000,222315
25/12/06,000000,81768.0400000,93600.0000000,80602.0000000,92758.8000000,185950
08/01/07,000000,89995.0000000,90606.0000000,78701.0000000,86651.0300000,334769
15/01/07,000000,87795.0000000,97450.2000000,87700.0000000,90400.0000000,493148
22/01/07,000000,92050.5000000,94600.0000000,91002.0000000,92540.0000000,263069
29/01/07,000000,93245.0000000,93690.0000000,81500.0000000,91760.0300000,499816
05/02/07,000000,92450.0000000,92642.5500000,89050.0000000,89500.0000000,170052
12/02/07,000000,89026.8500000,94600.0000000,87250.0000000,92255.0000000,200641
19/02/07,000000,92550.0000000,97155.0000000,91601.0000000,97002.0000000,294689
26/02/07,000000,98100.0100000,99769.9300000,89500.0000000,91250.0000000,528974
05/03/07,000000,89750.0000000,93950.0000000,85006.0000000,92500.0000000,324318
12/03/07,000000,92600.0000000,92980.0000000,88300.0000000,89977.5000000,199558
19/03/07,000000,90298.5000000,95188.9000000,89850.0000000,94510.0000000,170754
26/03/07,000000,94999.9800000,95599.9800000,92001.0000000,92500.0000000,120467
02/04/07,000000,92200.0000000,97150.0000000,91307.0100000,97050.0000000,187111
09/04/07,000000,97800.0000000,102985.0000000,97600.0000000,102600.0000000,305328
16/04/07,000000,103000.0000000,103800.0000000,98250.0000000,102252.0000000,232010
23/04/07,000000,103495.0000000,103699.9800000,99499.9100000,101800.0000000,180873
30/04/07,000000,102000.0000000,104100.0000000,101697.0000000,102850.0000000,83263
07/05/07,000000,103000.0000000,105600.0000000,98525.0400000,99890.0000000,154883
14/05/07,000000,101250.0000000,101698.9800000,97100.0000000,98499.0000000,147014
21/05/07,000000,99567.0000000,99974.0000000,89850.0000000,93360.0000000,192918
28/05/07,000000,93750.0000000,95699.0000000,86000.0000000,95100.0000000,244149
04/06/07,000000,95400.0000000,97980.0000000,92113.0000000,94635.0000000,219406
11/06/07,000000,93999.0000000,100150.0000000,93308.0000000,98800.0000000,111511
18/06/07,000000,99788.0000000,101550.0000000,97477.0000000,99500.0000000,194275
25/06/07,000000,98700.0000000,100950.0000000,98400.0000000,100019.8800000,123881
02/07/07,000000,100003.3000000,101499.0000000,99900.0000000,101398.8700000,96952
09/07/07,000000,101630.9000000,107900.0000000,101398.8700000,106600.0000000,232099
16/07/07,000000,106600.0000000,108080.0000000,108.0100000,109.2000000,20289001
23/07/07,000000,109.8900000,113.0500000,100.8100000,102.4100000,209894283
30/07/07,000000,102.8000000,105.6400000,100.3300000,102.2800000,150446213
06/08/07,000000,100.8800000,103.8900000,94.3100000,95.5500000,211766640
13/08/07,000000,96.6000000,97.8000000,88.3100000,94.8000000,263308547
20/08/07,000000,95.2500000,96.4400000,89.6000000,93.8100000,248269808
27/08/07,000000,95.1800000,97.7300000,92.0100000,97.3900000,183969834
03/09/07,000000,97.8000000,98.9700000,93.4000000,94.2000000,167335619
10/09/07,000000,93.6000000,96.8500000,93.2000000,96.1000000,118206013
17/09/07,000000,96.1000000,103.8000000,94.5000000,101.8300000,290086533
24/09/07,000000,102.0300000,103.6900000,98.4500000,103.5000000,223266209
01/10/07,000000,102.8800000,105.8000000,100.2000000,102.3000000,335631024
08/10/07,000000,103.0800000,108.8500000,102.6000000,108.5000000,324843803
15/10/07,000000,109.1700000,110.3800000,105.9900000,107.4100000,223112437
22/10/07,000000,105.1100000,108.5300000,104.3500000,107.7500000,239627998
29/10/07,000000,108.4900000,108.9300000,103.6300000,105.9900000,376627155
05/11/07,000000,105.2800000,107.7000000,104.9200000,105.2500000,159964851
12/11/07,000000,104.4800000,106.5000000,103.2000000,103.6000000,172779346
19/11/07,000000,103.8600000,104.2500000,96.8000000,99.2600000,231099121
26/11/07,000000,100.5200000,104.2500000,98.7800000,103.7400000,289762118
03/12/07,000000,103.9400000,105.5800000,102.5000000,104.8000000,230116768
10/12/07,000000,104.6800000,109.5100000,103.4400000,104.7000000,333859694
17/12/07,000000,103.6000000,106.9300000,102.1700000,105.6900000,193797410
24/12/07,000000,106.5000000,106.7900000,101.8300000,102.0000000,106263492
07/01/08,000000,101.9900000,105.4500000,100.7200000,104.7000000,104684254
14/01/08,000000,104.2800000,106.6000000,97.3500000,98.8000000,286337158
21/01/08,000000,97.1200000,99.4000000,75.0100000,94.3000000,462510188
28/01/08,000000,91.0000000,94.7400000,87.0800000,90.2000000,360308932
04/02/08,000000,92.5000000,92.9000000,82.1700000,83.8900000,374528668
11/02/08,000000,83.8000000,87.8300000,82.0500000,83.4000000,406345100
18/02/08,000000,83.8000000,85.6700000,81.8500000,82.9900000,319939976
25/02/08,000000,84.1100000,86.4000000,79.6200000,80.2000000,255605962
03/03/08,000000,78.2000000,79.7000000,74.1100000,74.8600000,427048618
10/03/08,000000,74.9000000,80.6500000,73.8000000,76.7700000,414856438
17/03/08,000000,74.8700000,76.9000000,71.1100000,74.4600000,565123338
24/03/08,000000,74.6300000,78.0000000,72.2300000,73.7500000,529383710
31/03/08,000000,72.9000000,79.6700000,72.4000000,77.3500000,679980000
07/04/08,000000,78.0200000,79.6200000,74.1200000,74.4000000,439887355
14/04/08,000000,73.4500000,76.9100000,72.7300000,76.5600000,575053406
21/04/08,000000,77.0500000,77.1000000,73.1200000,74.8800000,399932419
28/04/08,000000,75.1500000,77.6500000,74.8700000,80.3400000,348757303
05/05/08,000000,79.9900000,83.4800000,77.7800000,81.4500000,558119335
12/05/08,000000,80.8800000,86.1000000,80.2500000,85.7000000,648029920
19/05/08,000000,86.0300000,88.8700000,85.1700000,86.3200000,572627266
26/05/08,000000,85.8600000,86.1800000,82.3000000,85.2000000,344848431
02/06/08,000000,85.1200000,85.4900000,77.8200000,78.6200000,435370993
09/06/08,000000,78.9200000,79.8500000,77.5100000,78.5000000,172122546
16/06/08,000000,79.4400000,81.7900000,78.5000000,79.0000000,348579521
23/06/08,000000,78.4600000,79.0000000,75.3500000,75.9900000,325669664
30/06/08,000000,75.8800000,76.2000000,70.3700000,72.3200000,418863292
07/07/08,000000,72.8900000,75.8500000,70.7600000,72.7700000,427320013
14/07/08,000000,73.3400000,77.8500000,70.2500000,75.3500000,621460644
21/07/08,000000,76.2300000,77.3000000,68.5400000,70.2500000,515093841
28/07/08,000000,70.9900000,72.4500000,66.0100000,67.6600000,636911975
04/08/08,000000,67.5000000,67.8900000,59.6100000,59.7500000,610461882
11/08/08,000000,59.5000000,69.7300000,54.5300000,65.6300000,670435504
18/08/08,000000,66.2500000,66.8000000,60.5300000,62.9200000,477109737
25/08/08,000000,63.3800000,63.4200000,51.0000000,57.4000000,620658686
01/09/08,000000,56.3200000,61.8900000,50.2800000,54.4000000,705862281
08/09/08,000000,57.6600000,59.4500000,44.5000000,47.6000000,1065510633
15/09/08,000000,45.4700000,46.1500000,26.3100000,43.9900000,644322632
22/09/08,000000,46.6400000,48.5000000,40.7500000,43.7800000,429093102
29/09/08,000000,43.5900000,44.9900000,37.1500000,42.1000000,582432079
06/10/08,000000,39.2300000,39.8100000,29.5000000,31.5400000,427384491
13/10/08,000000,33.5400000,35.4600000,25.1100000,26.1800000,1001030062
20/10/08,000000,28.0000000,28.3000000,17.0500000,17.5000000,1125811049
27/10/08,000000,17.9000000,30.1800000,16.7700000,28.3900000,1026121656
03/11/08,000000,31.5000000,34.3000000,21.1000000,28.8000000,734199560
10/11/08,000000,30.6100000,32.6500000,21.2000000,25.1800000,793641029
17/11/08,000000,25.1500000,25.9400000,21.6300000,22.7400000,1137643181
24/11/08,000000,23.9800000,27.3300000,22.8500000,23.2100000,1102570083
01/12/08,000000,23.1900000,23.6800000,20.0100000,20.4400000,893874638
08/12/08,000000,21.6700000,22.1900000,20.7800000,22.0700000,869053331
15/12/08,000000,22.6500000,23.7500000,20.9000000,22.2000000,874585230
22/12/08,000000,22.1400000,24.0000000,21.8000000,22.1200000,624794988
29/12/08,000000,22.3800000,23.3100000,21.5200000,22.7900000,162638380
05/01/09,000000,23.3000000,23.4500000,22.9000000,22.9800000,29329215
12/01/09,000000,22.9300000,23.4500000,19.8200000,19.9900000,542633318
19/01/09,000000,20.2000000,20.2300000,14.1500000,15.2000000,998202675
26/01/09,000000,15.4800000,17.5800000,14.6900000,16.4400000,1524654764
02/02/09,000000,16.2600000,16.3700000,14.8200000,15.5800000,1154002773
09/02/09,000000,15.6300000,19.5300000,15.4600000,18.9900000,3061115380
16/02/09,000000,18.8800000,19.1000000,13.5000000,14.4000000,2134336250
23/02/09,000000,13.9900000,14.9900000,13.8800000,14.2700000,1211578508
02/03/09,000000,13.8000000,16.6200000,13.7500000,15.8100000,2097114408
09/03/09,000000,16.0600000,17.7300000,16.0500000,16.9000000,2168560456
16/03/09,000000,16.9200000,25.0300000,16.8500000,22.9000000,4792355028
23/03/09,000000,24.0100000,26.8900000,22.0200000,22.6300000,3838020019
30/03/09,000000,21.8800000,23.8200000,19.9500000,22.9000000,2814976022
06/04/09,000000,23.7000000,27.5900000,22.1500000,26.8500000,4034127268
13/04/09,000000,26.7400000,29.9400000,26.2500000,28.8500000,4059503758
20/04/09,000000,28.7800000,28.9600000,25.0500000,27.7500000,3224031419
27/04/09,000000,27.5100000,28.2200000,25.6300000,27.8000000,1701478329
04/05/09,000000,28.4000000,32.5500000,28.0600000,32.2700000,2647711661
11/05/09,000000,31.2200000,35.4900000,30.3400000,32.9800000,2545837293
18/05/09,000000,32.1700000,40.1900000,31.6100000,39.0100000,4212347771
25/05/09,000000,39.1500000,44.5300000,37.5600000,44.1300000,2960694742
01/06/09,000000,45.9100000,56.9000000,45.7300000,50.7500000,4478253712
08/06/09,000000,49.3800000,51.4500000,47.2300000,47.9800000,1545703479
15/06/09,000000,46.8600000,46.8700000,40.2600000,41.1000000,2893421097
22/06/09,000000,40.4700000,43.7400000,31.1900000,39.7200000,4768996262
29/06/09,000000,39.0000000,41.3000000,36.6000000,38.5400000,2633598646
06/07/09,000000,37.5300000,38.2700000,34.3100000,34.3600000,2229528957
13/07/09,000000,33.3900000,38.4200000,32.5000000,38.0200000,3166539209
20/07/09,000000,38.6500000,41.6000000,38.5700000,40.8500000,2624057050
27/07/09,000000,41.6100000,43.4500000,39.2000000,42.3900000,2862821190
03/08/09,000000,43.1300000,48.4800000,43.0900000,47.8000000,4000413027
10/08/09,000000,47.5900000,49.4000000,45.2800000,46.7000000,3066500814
17/08/09,000000,45.2000000,49.0000000,44.3300000,48.7100000,2222327312
24/08/09,000000,49.5000000,50.0700000,47.4000000,48.2700000,2009875595
31/08/09,000000,47.5900000,56.1200000,47.0500000,53.1300000,2447385575
07/09/09,000000,54.5100000,59.7500000,53.1300000,59.2000000,2281952658
14/09/09,000000,58.0000000,63.2900000,56.8000000,57.6900000,1820036352
21/09/09,000000,57.9600000,62.2600000,54.8200000,59.6500000,2363194969
28/09/09,000000,58.9900000,61.7300000,55.6600000,58.5500000,1718199928
05/10/09,000000,58.8700000,69.3500000,57.7300000,68.4300000,2155187506
12/10/09,000000,69.3300000,72.2900000,64.6700000,64.9700000,2041334295
19/10/09,000000,65.6600000,71.2000000,64.7600000,69.8100000,2218228568
26/10/09,000000,69.3000000,70.8100000,62.8700000,64.6100000,2063300957
02/11/09,000000,64.0600000,66.6400000,61.7500000,65.0000000,1553666733
09/11/09,000000,65.9000000,71.1700000,65.8100000,69.8400000,1412188024
16/11/09,000000,70.9300000,74.8900000,69.8500000,71.2000000,1588651813
23/11/09,000000,72.3700000,72.9300000,63.2000000,67.4000000,1451681586
30/11/09,000000,68.4100000,74.9300000,66.7400000,74.6200000,1448092126
07/12/09,000000,73.9900000,75.8400000,72.0000000,74.9900000,1141119551
14/12/09,000000,75.8100000,84.4000000,74.9600000,81.1900000,1234286015
21/12/09,000000,82.1300000,82.6500000,79.4100000,80.9200000,648037448
28/12/09,000000,81.2100000,83.8000000,79.8000000,82.9400000,162396058
11/01/10,000000,86.5600000,88.6700000,84.1000000,88.1500000,660945851
18/01/10,000000,87.8600000,92.4900000,85.7500000,86.5000000,1109164608
25/01/10,000000,85.6800000,88.8000000,84.9500000,88.4100000,939670029
01/02/10,000000,87.6100000,89.8000000,80.8900000,83.0900000,931814642
08/02/10,000000,83.0000000,84.0500000,78.1000000,80.0000000,1331580729
15/02/10,000000,80.0300000,83.9400000,76.5800000,79.1700000,993127255
22/02/10,000000,78.5900000,79.3200000,73.2300000,76.3000000,753210107
01/03/10,000000,77.0000000,87.4000000,76.7100000,87.2000000,1368934441
08/03/10,000000,86.9800000,90.1000000,86.4000000,89.1000000,960018515
15/03/10,000000,88.3000000,90.9200000,87.6300000,88.0400000,993904066
22/03/10,000000,87.5100000,87.6900000,84.4700000,84.6000000,918662287
29/03/10,000000,84.5000000,88.8600000,84.0500000,88.1800000,768298203
05/04/10,000000,88.5100000,89.1400000,84.4000000,86.8800000,685535598
12/04/10,000000,87.7500000,90.2700000,85.6300000,86.9900000,668672894
19/04/10,000000,85.6000000,88.0000000,82.8100000,84.4200000,831606933
26/04/10,000000,85.3800000,85.8400000,77.8200000,78.6000000,832271950
03/05/10,000000,79.1900000,80.0900000,69.5100000,70.3500000,1168808905
10/05/10,000000,73.6000000,84.7300000,71.1500000,77.4300000,1307896226
17/05/10,000000,75.3000000,78.2800000,67.1600000,69.3000000,1713201136
24/05/10,000000,70.9900000,72.0700000,63.8100000,70.2000000,1801807871
31/05/10,000000,70.2900000,73.5300000,68.0800000,70.2500000,1200242265
07/06/10,000000,67.6500000,73.8000000,67.4000000,72.1900000,1277281889
14/06/10,000000,72.6500000,80.3000000,72.2400000,80.3000000,1078108761
21/06/10,000000,82.0100000,84.5600000,77.7000000,78.0000000,1020648335
28/06/10,000000,78.5400000,80.7000000,71.5000000,72.9800000,1137420854
05/07/10,000000,73.0600000,79.4500000,72.7600000,77.6600000,1010899900
12/07/10,000000,77.0000000,84.2700000,76.9500000,79.0700000,1260956820
19/07/10,000000,78.6500000,84.2000000,78.5000000,83.0100000,1042111407
26/07/10,000000,84.1100000,86.7000000,83.1000000,84.5600000,916858060
02/08/10,000000,85.4000000,86.9000000,82.4600000,82.8300000,768660873
09/08/10,000000,83.5000000,84.2000000,79.8400000,80.7100000,710619009
16/08/10,000000,81.1600000,81.7500000,78.0400000,78.3700000,757291176
23/08/10,000000,78.4900000,78.9600000,73.5500000,77.0100000,1017479009
30/08/10,000000,78.0000000,82.3500000,75.7200000,81.7200000,795829107
06/09/10,000000,82.1100000,84.5000000,79.4200000,83.3600000,751687014
13/09/10,000000,84.5500000,85.8600000,82.0500000,82.1500000,794697164
20/09/10,000000,82.5000000,85.0000000,81.6500000,84.8100000,674311601
27/09/10,000000,85.2600000,89.9200000,82.5400000,89.0900000,874763909
04/10/10,000000,89.3000000,92.9900000,88.9500000,90.5000000,873582673
11/10/10,000000,90.9800000,92.5400000,90.0700000,92.5300000,760080924
18/10/10,000000,92.0000000,104.4400000,91.7400000,101.9000000,1315773497
25/10/10,000000,103.5000000,104.2000000,98.3500000,101.3600000,748422827
01/11/10,000000,102.3400000,103.7500000,101.6100000,103.3000000,341024293
08/11/10,000000,105.5800000,106.4700000,95.8600000,97.8000000,1018147586
15/11/10,000000,98.1500000,99.9300000,94.7700000,98.7000000,1062726535
22/11/10,000000,99.7300000,103.1000000,97.3500000,101.3600000,957997559
29/11/10,000000,102.2600000,104.3100000,99.6200000,103.0300000,894588423
06/12/10,000000,103.4200000,108.9000000,102.9500000,104.9200000,1091361433
13/12/10,000000,105.8000000,108.2500000,105.4400000,105.7000000,650175626
20/12/10,000000,105.4900000,107.6400000,105.1100000,106.2300000,333387273
27/12/10,000000,106.2500000,106.3900000,103.2500000,104.1800000,221465938
10/01/11,000000,104.9900000,108.8700000,102.5000000,107.2100000,640698379
17/01/11,000000,107.3200000,110.9500000,104.2700000,105.6100000,795926657
24/01/11,000000,106.0200000,109.9200000,102.6100000,106.3800000,776186386
31/01/11,000000,105.7900000,107.3500000,102.3800000,102.8000000,804160144
07/02/11,000000,103.3600000,103.8600000,96.2000000,101.0400000,1066340493
14/02/11,000000,102.0000000,103.0900000,98.6500000,100.8200000,887877077
21/02/11,000000,100.8500000,102.0000000,95.5000000,100.3400000,734359794
28/02/11,000000,100.8300000,103.0000000,97.8500000,101.5500000,893897691
07/03/11,000000,101.8500000,103.4800000,97.2500000,98.7500000,644657040
14/03/11,000000,97.9600000,100.3000000,93.7100000,100.1600000,1248250360
21/03/11,000000,100.9200000,107.1500000,99.5000000,106.9400000,1142001800
28/03/11,000000,106.4900000,109.1000000,105.5500000,108.7200000,732362640
04/04/11,000000,108.8100000,109.5500000,105.8800000,109.1000000,764408020
11/04/11,000000,109.0000000,109.7600000,103.6400000,105.9200000,815570990
18/04/11,000000,105.2800000,105.3600000,99.7700000,103.9200000,676684940
25/04/11,000000,104.3600000,104.5800000,99.2600000,100.0000000,617665750
02/05/11,000000,99.9000000,100.1700000,94.6600000,98.2000000,727204500
09/05/11,000000,97.7700000,99.2700000,95.1500000,97.9900000,595702900
16/05/11,000000,97.0500000,98.6900000,93.9300000,94.0000000,675446200
23/05/11,000000,92.9900000,97.3500000,91.5000000,97.1000000,723403050
30/05/11,000000,96.9500000,98.9500000,94.1900000,95.0200000,548048970
06/06/11,000000,95.1100000,99.4200000,93.2600000,97.5500000,726884370
13/06/11,000000,98.2000000,98.7800000,95.2500000,95.3300000,496655910
20/06/11,000000,94.8000000,97.2000000,93.8600000,97.1500000,582964960
27/06/11,000000,96.6000000,104.8500000,95.6700000,104.5000000,852726380
04/07/11,000000,104.9900000,107.7000000,103.2500000,105.2700000,746623490
11/07/11,000000,104.8200000,105.8900000,100.8100000,105.4600000,892330090
18/07/11,000000,105.1200000,105.3600000,99.8600000,101.8000000,925139410
25/07/11,000000,100.7100000,103.4700000,100.1400000,101.7500000,610374950
01/08/11,000000,103.1100000,104.1000000,94.1200000,95.8500000,1021864420
08/08/11,000000,93.1500000,95.0300000,79.2100000,85.5000000,1978755620
15/08/11,000000,86.7000000,88.3900000,75.9500000,78.7800000,1259769470
22/08/11,000000,77.1800000,81.5300000,75.5800000,77.7900000,1683478650
29/08/11,000000,79.3000000,85.3600000,79.0200000,82.4000000,1328799570
05/09/11,000000,81.4400000,85.6000000,79.4000000,83.2000000,1388996930
12/09/11,000000,81.4000000,82.4800000,78.3500000,81.4900000,1486053340
19/09/11,000000,80.8900000,82.5900000,67.1600000,69.9900000,1549756750
26/09/11,000000,68.9400000,75.7400000,66.0200000,70.4400000,1855544060
03/10/11,000000,68.3600000,69.8700000,60.9100000,68.2200000,2139740140
10/10/11,000000,68.7800000,80.8800000,67.0400000,80.7200000,2261749030
17/10/11,000000,81.6100000,84.5500000,75.8500000,81.9000000,2489298150
24/10/11,000000,83.2000000,86.9500000,80.7100000,85.4000000,1793340830
31/10/11,000000,84.4800000,85.1400000,75.8500000,80.9000000,1581604700
07/11/11,000000,81.0800000,86.0900000,76.5200000,80.8000000,1979130830
14/11/11,000000,81.9000000,82.4300000,77.6500000,80.0300000,1647152850
21/11/11,000000,79.0200000,79.3700000,73.7500000,78.6000000,1396555640
28/11/11,000000,80.0000000,91.2800000,79.5200000,89.5000000,1820724840
05/12/11,000000,89.5600000,90.5200000,81.6500000,82.2600000,1473704710
12/12/11,000000,83.5100000,84.8000000,78.0300000,80.6200000,1555677230
19/12/11,000000,80.1500000,83.7700000,78.9200000,80.0000000,1000874380
26/12/11,000000,80.4900000,81.9500000,77.2000000,79.4000000,404770940
02/01/12,000000,80.1200000,84.4800000,80.1200000,83.2000000,451548560
09/01/12,000000,82.5900000,87.2500000,82.4200000,83.6000000,972147330
16/01/12,000000,83.0000000,86.2800000,82.5500000,85.1300000,882228060
23/01/12,000000,84.9500000,91.2800000,83.8200000,90.8000000,1300431320
30/01/12,000000,90.1400000,94.7900000,88.8600000,94.5200000,1011878100
06/02/12,000000,94.7800000,96.3700000,92.8500000,93.9400000,912001160
13/02/12,000000,94.6300000,97.7700000,94.6300000,96.7600000,833386280
20/02/12,000000,97.6100000,99.2200000,95.2400000,99.0200000,596481130
27/02/12,000000,98.5800000,101.7500000,98.3200000,101.6000000,818554280
05/03/12,000000,101.7600000,103.3000000,96.6800000,99.5700000,604472910
12/03/12,000000,99.1600000,103.8500000,98.3800000,100.1800000,1051654390
19/03/12,000000,100.9200000,101.6300000,95.7200000,97.6000000,813968350
26/03/12,000000,98.0900000,100.9400000,93.4000000,94.8600000,943943620
02/04/12,000000,95.4000000,98.2300000,94.4600000,95.6400000,866404630
09/04/12,000000,95.3300000,97.1600000,93.5100000,94.1800000,787546260
16/04/12,000000,93.5900000,95.2900000,91.1400000,95.0000000,758295370
23/04/12,000000,94.5500000,94.7100000,91.4400000,93.9500000,568220670
30/04/12,000000,94.4200000,95.6900000,90.0900000,90.4200000,390466540
07/05/12,000000,89.0200000,91.8400000,86.0000000,90.9900000,424775340
14/05/12,000000,90.4800000,90.5500000,75.3000000,78.1900000,1154074770
21/05/12,000000,78.9500000,83.3600000,77.8000000,79.8700000,978525920
28/05/12,000000,80.8500000,84.1700000,77.9500000,78.8600000,984828480
04/06/12,000000,77.4700000,83.7500000,76.2500000,81.5800000,893659960
11/06/12,000000,82.0200000,84.7700000,81.5000000,84.3400000,382047880
18/06/12,000000,85.2400000,87.2600000,83.3800000,83.7600000,590149000
25/06/12,000000,83.7000000,86.4600000,81.9200000,86.3900000,541996550
02/07/12,000000,86.1900000,92.4300000,85.7600000,89.2000000,643992460
09/07/12,000000,88.9000000,91.7500000,88.3700000,90.9800000,528799950
16/07/12,000000,91.0000000,92.9000000,90.1200000,90.1200000,437515250
23/07/12,000000,89.2600000,90.4400000,83.0100000,90.3100000,765218060
30/07/12,000000,90.5300000,91.8700000,87.4000000,91.6600000,567066600
06/08/12,000000,91.9200000,95.3500000,91.4000000,92.8500000,593822120
13/08/12,000000,93.1200000,94.4400000,91.7200000,92.0500000,447244020
20/08/12,000000,92.2600000,95.0500000,91.1200000,92.9100000,521484670
27/08/12,000000,93.4400000,95.4800000,92.4800000,93.1600000,496791270
03/09/12,000000,93.2100000,95.7600000,92.2200000,93.8600000,532081400
10/09/12,000000,93.5900000,98.0900000,92.4000000,97.0500000,580012790
17/09/12,000000,96.3300000,96.6700000,92.6200000,94.1600000,919931800
24/09/12,000000,93.8300000,94.4600000,89.4500000,90.9900000,521785380
01/10/12,000000,90.6100000,93.5200000,90.6100000,93.0200000,474525400
08/10/12,000000,92.7000000,93.0800000,91.2500000,91.5000000,342422420
15/10/12,000000,91.5000000,94.0700000,90.9500000,93.1900000,358814930
22/10/12,000000,92.7000000,94.3800000,91.3600000,91.9500000,357066060
29/10/12,000000,91.6500000,92.6400000,90.2000000,91.9500000,288870730
05/11/12,000000,91.8000000,91.9200000,84.8200000,85.8000000,377454300
12/11/12,000000,86.0300000,86.9500000,83.7500000,85.9800000,385010450
19/11/12,000000,86.6100000,89.4100000,86.1000000,89.3100000,316136620
26/11/12,000000,89.4100000,91.6000000,87.3000000,91.4100000,500416420
03/12/12,000000,91.4500000,94.1100000,90.8400000,93.2000000,416549300
10/12/12,000000,93.4100000,94.1900000,92.6800000,93.4200000,289695950
17/12/12,000000,93.5600000,96.0300000,93.0100000,93.5000000,315332140
24/12/12,000000,93.1600000,93.5100000,91.6000000,92.9400000,166194120
07/01/13,000000,96.5000000,99.7600000,96.1200000,99.5600000,271572450
14/01/13,000000,99.7200000,103.5500000,99.1900000,103.4800000,424892820
21/01/13,000000,103.5500000,103.9500000,101.9200000,103.6700000,422720880
28/01/13,000000,103.9600000,110.4700000,103.9300000,108.3600000,713159410
04/02/13,000000,108.7700000,110.0800000,105.0100000,107.0800000,397384010
11/02/13,000000,107.0100000,111.5000000,105.0500000,105.0800000,476378090
18/02/13,000000,105.1500000,109.0000000,104.3800000,106.1200000,354024230
25/02/13,000000,106.3500000,107.0000000,102.6000000,103.0900000,326062830
04/03/13,000000,102.8000000,105.9600000,102.1500000,105.3100000,246415630
11/03/13,000000,106.1300000,107.4800000,103.7500000,104.4200000,344496610
18/03/13,000000,102.5000000,103.5200000,98.8600000,99.3700000,557294640
25/03/13,000000,100.4500000,101.1800000,95.3500000,98.8600000,476072480
01/04/13,000000,98.2300000,101.1000000,97.7500000,99.2600000,355278600
