<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
08/04/13,000000,99.7700000,103.7400000,98.1600000,98.3600000,322670030
15/04/13,000000,97.3700000,97.8300000,93.7000000,96.4000000,386182330
22/04/13,000000,97.0700000,99.4000000,94.0000000,95.8000000,377956060
29/04/13,000000,95.6000000,103.0100000,94.6000000,103.0000000,232756960
06/05/13,000000,103.3500000,105.9000000,101.6200000,103.5700000,248496350
13/05/13,000000,103.5200000,105.2500000,101.8000000,105.1900000,327464220
20/05/13,000000,105.6000000,111.4400000,102.3800000,103.0800000,461953870
27/05/13,000000,103.4400000,104.8700000,97.7500000,99.0500000,363524730
03/06/13,000000,97.7900000,101.5000000,96.3000000,99.2000000,407278370
10/06/13,000000,99.8000000,100.6300000,90.3700000,93.7000000,372199260
17/06/13,000000,94.0600000,96.9000000,90.1000000,91.5000000,388875230
24/06/13,000000,90.5200000,94.6500000,88.5400000,93.6800000,431982280
01/07/13,000000,93.8400000,95.7700000,92.3200000,93.2000000,304161790
08/07/13,000000,93.0000000,98.7500000,90.7500000,98.5700000,384977260
15/07/13,000000,98.8000000,101.5000000,97.6600000,99.9900000,446927380
22/07/13,000000,100.0000000,100.4300000,94.7500000,94.8100000,411584300
29/07/13,000000,94.7600000,97.8900000,93.6600000,96.9900000,287318740
05/08/13,000000,96.9000000,97.4700000,93.3200000,95.7000000,245950430
12/08/13,000000,95.7000000,98.2500000,93.5700000,93.8000000,314455530
19/08/13,000000,93.9200000,94.4100000,89.8000000,91.9100000,398856710
26/08/13,000000,92.4000000,92.8500000,87.7500000,88.2300000,331530950
02/09/13,000000,88.9200000,95.0000000,88.5300000,92.4700000,466286010
09/09/13,000000,93.0200000,96.9200000,93.0100000,95.8200000,450373180
16/09/13,000000,96.7500000,103.6300000,96.7100000,102.3600000,527776860
23/09/13,000000,102.1300000,102.6900000,98.5800000,98.5900000,398787340
30/09/13,000000,97.7700000,100.4000000,97.1000000,100.3900000,382244250
07/10/13,000000,99.7000000,104.3600000,99.1200000,102.8700000,496780500
14/10/13,000000,102.3900000,105.6400000,101.7100000,105.1400000,450054730
21/10/13,000000,105.4400000,105.9500000,102.0200000,102.9900000,359298160
28/10/13,000000,103.6000000,104.1800000,101.7000000,103.6500000,366375090
04/11/13,000000,104.0600000,104.4300000,101.5700000,101.8600000,291139790
11/11/13,000000,102.5100000,104.9800000,101.1100000,103.6900000,488440110
18/11/13,000000,103.9800000,106.8000000,103.6000000,105.1000000,418030770
25/11/13,000000,105.5100000,106.2000000,101.8400000,103.0700000,388095560
02/12/13,000000,103.0900000,103.6600000,97.8800000,99.9000000,481667700
09/12/13,000000,100.2900000,101.3900000,98.4400000,98.9400000,452085030
16/12/13,000000,98.3800000,102.3000000,98.1200000,102.2000000,397189240
23/12/13,000000,102.4500000,102.8300000,100.6800000,100.6800000,187683690
30/12/13,000000,100.5100000,101.3900000,100.4500000,101.1700000,34094760
06/01/14,000000,100.2000000,100.3100000,97.5200000,99.2000000,170507210
13/01/14,000000,99.3000000,101.6400000,98.5100000,101.1700000,347947120
20/01/14,000000,100.9800000,102.9200000,99.6300000,99.7000000,363905950
27/01/14,000000,98.6300000,99.1100000,94.4000000,94.7000000,534185980
03/02/14,000000,94.9400000,97.3600000,93.2500000,96.5300000,417532140
10/02/14,000000,96.9300000,97.1400000,95.3000000,96.6500000,316389420
17/02/14,000000,97.1100000,98.0800000,93.6100000,95.0000000,313628860
24/02/14,000000,95.0000000,95.4800000,88.8700000,91.1600000,451438030
03/03/14,000000,85.4300000,86.8400000,74.9600000,79.9900000,1443194180
10/03/14,000000,79.1000000,79.7500000,65.3300000,71.7500000,976528730
17/03/14,000000,72.5200000,82.6000000,71.8700000,78.4700000,1288107500
24/03/14,000000,78.4700000,84.3400000,77.3400000,81.4700000,983292360
31/03/14,000000,81.3800000,84.6800000,80.8500000,82.9800000,750823890
07/04/14,000000,81.8700000,81.8700000,77.6500000,79.7500000,892832850
14/04/14,000000,79.1100000,79.4000000,73.6200000,78.8200000,967619650
21/04/14,000000,78.7900000,78.7900000,69.5600000,69.9100000,899963490
28/04/14,000000,68.9700000,74.6600000,67.9000000,72.2200000,739599910
05/05/14,000000,71.3500000,80.3700000,71.0100000,78.8000000,715948220
12/05/14,000000,78.8000000,82.3000000,77.7300000,79.2000000,806530930
19/05/14,000000,79.3000000,85.9800000,79.1700000,85.8300000,789942390
26/05/14,000000,85.9500000,87.6200000,83.7300000,84.5000000,622555560
02/06/14,000000,84.8000000,89.1800000,84.6600000,89.0000000,638574780
09/06/14,000000,89.2100000,89.6000000,87.8700000,89.0000000,238551510
16/06/14,000000,84.4800000,85.7200000,83.1200000,84.1600000,527388800
23/06/14,000000,84.2300000,86.6000000,83.4100000,84.3300000,520700160
30/06/14,000000,84.4500000,86.5000000,83.0300000,84.0000000,401260330
07/07/14,000000,84.1500000,86.6900000,83.3700000,84.5500000,443791270
14/07/14,000000,84.6500000,85.1900000,79.5900000,80.2700000,527638880
21/07/14,000000,80.3200000,80.4000000,75.0000000,75.1600000,641705210
28/07/14,000000,74.5700000,75.8300000,71.5200000,72.3700000,798155080
04/08/14,000000,72.7800000,73.5900000,66.1000000,70.7000000,878585840
11/08/14,000000,72.0100000,76.0000000,72.0100000,75.0500000,746932350
18/08/14,000000,75.1800000,78.8900000,74.7700000,78.3900000,561033910
25/08/14,000000,78.5300000,79.6900000,72.5600000,73.2100000,704166440
01/09/14,000000,73.5000000,81.3000000,72.5200000,80.2500000,863028040
08/09/14,000000,80.2500000,80.3900000,75.1300000,76.6500000,598313460
15/09/14,000000,76.3500000,79.3000000,75.4500000,77.4000000,644044660
22/09/14,000000,77.2000000,80.1500000,75.8900000,77.6000000,537909060
29/09/14,000000,77.9600000,78.3800000,72.5700000,73.7700000,631842280
06/10/14,000000,74.3700000,76.6000000,72.0600000,73.5000000,639920060
13/10/14,000000,72.7900000,75.3600000,70.9500000,73.1500000,673940010
20/10/14,000000,73.4000000,73.9300000,70.8500000,72.4900000,545072200
27/10/14,000000,73.2100000,76.8400000,72.2500000,76.2300000,655759570
03/11/14,000000,76.0800000,77.6500000,74.4100000,75.6900000,455435420
10/11/14,000000,76.3600000,78.7000000,73.1000000,74.1500000,622197110
17/11/14,000000,73.7700000,75.5400000,72.9300000,74.3900000,498317930
24/11/14,000000,74.8600000,75.4000000,71.4200000,72.2500000,452356250
01/12/14,000000,71.8900000,74.4700000,68.4000000,68.6000000,710160930
08/12/14,000000,69.1500000,69.6700000,62.6100000,64.2000000,883475170
15/12/14,000000,64.0000000,65.8000000,47.2100000,61.4400000,1629277740
22/12/14,000000,63.1500000,64.2000000,51.5100000,57.1300000,876522930
29/12/14,000000,57.0100000,58.2900000,51.6000000,54.9000000,233856770
05/01/15,000000,54.0300000,67.7700000,53.5800000,63.1000000,428397380
12/01/15,000000,62.2200000,63.8400000,59.2500000,61.9900000,746397300
19/01/15,000000,61.5900000,66.7200000,60.2700000,64.4500000,688192950
26/01/15,000000,63.7500000,63.8800000,57.2000000,61.5000000,826481980
02/02/15,000000,62.0000000,64.8800000,59.9000000,64.3100000,772722270
09/02/15,000000,64.3000000,70.7500000,63.8500000,70.6000000,1265736000
16/02/15,000000,70.7200000,76.8400000,69.6700000,74.7500000,1027958310
23/02/15,000000,71.9700000,76.7500000,71.7600000,75.9100000,512121570
02/03/15,000000,76.3400000,77.4500000,71.8600000,73.2500000,638510000
09/03/15,000000,72.4900000,72.7100000,67.8100000,67.8700000,533459200
16/03/15,000000,67.5200000,67.8000000,63.8600000,67.0000000,719315230
23/03/15,000000,67.5300000,67.5500000,60.5700000,61.0000000,656701690
30/03/15,000000,60.8700000,66.4000000,60.6700000,65.5000000,620210250
06/04/15,000000,65.6500000,72.4500000,65.5700000,71.5000000,817512100
13/04/15,000000,71.8500000,77.5100000,71.4300000,72.5000000,787924370
20/04/15,000000,72.5000000,77.7000000,71.2200000,75.7500000,807219300
27/04/15,000000,76.0000000,76.9600000,73.9000000,76.9000000,417532510
04/05/15,000000,77.2100000,80.9800000,75.0700000,75.5000000,468074220
11/05/15,000000,75.4300000,76.7000000,73.6000000,75.0500000,364126360
18/05/15,000000,75.4500000,76.0500000,71.1500000,74.3500000,526112780
25/05/15,000000,74.3900000,76.1300000,72.4100000,73.5000000,471615940
01/06/15,000000,73.6900000,74.4900000,70.2000000,70.6100000,482889190
08/06/15,000000,70.8100000,72.5500000,68.4100000,72.5500000,416562980
15/06/15,000000,72.0200000,74.4100000,70.6000000,71.5600000,480409860
22/06/15,000000,72.0500000,72.5000000,70.4000000,70.6000000,327206360
29/06/15,000000,69.1800000,72.9700000,69.0300000,70.6700000,420312980
06/07/15,000000,69.9300000,71.2000000,66.5000000,71.0600000,580410090
13/07/15,000000,70.7800000,75.7300000,70.7700000,75.5200000,566652460
20/07/15,000000,75.4000000,75.9700000,70.2500000,70.4500000,523054780
27/07/15,000000,70.4000000,72.7900000,67.3500000,72.3000000,775199000
03/08/15,000000,71.5100000,74.4000000,70.4300000,74.2000000,537162570
10/08/15,000000,74.2000000,75.6700000,72.5200000,74.4300000,446886820
17/08/15,000000,73.9900000,74.1900000,69.8600000,69.8600000,513248150
24/08/15,000000,68.0500000,75.0600000,66.7500000,74.8200000,834022450
31/08/15,000000,74.3200000,74.9200000,72.2200000,73.9600000,611596770
07/09/15,000000,73.6900000,75.7500000,73.3600000,74.1000000,384126700
14/09/15,000000,73.8900000,77.9800000,73.8700000,75.5000000,461570990
21/09/15,000000,75.6000000,76.9800000,72.6700000,74.9700000,461626740
28/09/15,000000,74.9700000,76.7600000,72.9500000,73.8000000,446594780
05/10/15,000000,74.5500000,86.2000000,74.2900000,85.7700000,822124430
12/10/15,000000,85.8100000,90.0700000,83.8600000,88.5200000,642128480
19/10/15,000000,88.4800000,90.4500000,85.9200000,90.4500000,554185250
26/10/15,000000,90.8700000,92.7000000,87.3300000,90.5300000,620522910
02/11/15,000000,90.2500000,96.6000000,89.6600000,94.0900000,480617350
09/11/15,000000,94.4900000,94.8600000,92.0200000,93.4000000,385830190
16/11/15,000000,93.0900000,108.5500000,93.0100000,107.3000000,709850790
23/11/15,000000,106.8500000,110.7000000,103.7000000,104.5500000,620581500
30/11/15,000000,103.9000000,105.9000000,100.6000000,103.0500000,479327260
07/12/15,000000,103.4500000,104.9000000,96.9500000,98.1500000,549268990
14/12/15,000000,97.6000000,105.1800000,96.2300000,98.8100000,488522780
21/12/15,000000,98.9400000,103.8900000,97.6500000,101.3400000,300611380
28/12/15,000000,101.2500000,102.5000000,99.4600000,101.2600000,148445580
04/01/16,000000,101.0000000,101.7800000,96.8300000,96.8500000,140869540
11/01/16,000000,93.7000000,94.8900000,86.8500000,87.2700000,484100530
18/01/16,000000,86.3000000,92.2800000,82.2000000,91.5000000,698938670
25/01/16,000000,92.5500000,98.7000000,88.7400000,96.5000000,731535630
01/02/16,000000,96.3500000,98.4900000,93.7100000,97.2000000,533051980
08/02/16,000000,97.0500000,97.8600000,92.7000000,94.8500000,532962040
15/02/16,000000,96.0100000,103.5700000,94.9300000,102.3500000,612696040
22/02/16,000000,102.5800000,107.1500000,100.7900000,106.2400000,409095620
29/02/16,000000,105.5700000,109.2000000,104.8100000,108.9900000,468321370
07/03/16,000000,109.6300000,110.2000000,107.5000000,109.2600000,303479870
14/03/16,000000,109.2900000,112.5000000,106.0900000,112.4000000,495681900
21/03/16,000000,111.5000000,114.1900000,107.0500000,109.1000000,453237770
28/03/16,000000,109.9900000,110.5900000,105.3500000,108.5200000,428070040
04/04/16,000000,108.2200000,113.3000000,106.0000000,112.9200000,435894840
11/04/16,000000,112.9600000,119.9500000,112.6200000,119.3000000,533374640
18/04/16,000000,117.1200000,125.5500000,116.0100000,121.2500000,618111130
25/04/16,000000,121.0000000,125.7800000,116.7500000,123.5500000,434476560
02/05/16,000000,121.5000000,122.3900000,118.4100000,120.6400000,211073370
09/05/16,000000,119.8000000,124.3800000,118.5700000,121.0700000,297121250
16/05/16,000000,122.1000000,123.6200000,120.3000000,121.9000000,307663890
23/05/16,000000,121.3000000,134.7900000,120.1200000,133.2000000,439541560
30/05/16,000000,133.5500000,135.9800000,130.5100000,131.5900000,327014540
06/06/16,000000,132.1000000,142.0000000,132.0000000,133.5000000,359134560
13/06/16,000000,131.2100000,132.3700000,125.8500000,128.7000000,323294770
20/06/16,000000,132.4500000,138.2800000,129.1200000,133.4000000,307369650
27/06/16,000000,133.9000000,135.3400000,125.3500000,133.8500000,427156380
04/07/16,000000,134.6500000,135.8400000,127.8500000,134.4100000,305373370
11/07/16,000000,134.8000000,141.3500000,134.5200000,138.1200000,333860240
18/07/16,000000,138.3800000,141.1000000,137.4100000,137.8000000,229513310
25/07/16,000000,138.2500000,139.8100000,133.3300000,139.1500000,290061610
01/08/16,000000,140.0000000,141.2100000,134.2700000,138.6900000,237101950
08/08/16,000000,139.0200000,141.3900000,137.6800000,139.4500000,214589270
15/08/16,000000,140.2500000,141.0800000,135.5200000,135.8000000,252351310
22/08/16,000000,135.2000000,145.6000000,134.6000000,145.2500000,303813520
29/08/16,000000,144.4500000,147.0900000,142.5100000,146.8800000,237062940
05/09/16,000000,147.5100000,156.2500000,147.0900000,151.6000000,313257430
12/09/16,000000,149.7300000,152.1000000,147.0000000,147.0000000,225727160
19/09/16,000000,148.7900000,154.5000000,147.0400000,151.5000000,235040590
26/09/16,000000,149.9000000,152.4500000,144.6000000,145.3400000,246661610
03/10/16,000000,146.0000000,150.5000000,145.7500000,148.7400000,214455720
10/10/16,000000,149.3000000,152.4400000,145.7600000,146.7300000,209077940
17/10/16,000000,146.5200000,149.2000000,145.5400000,148.4200000,164740270
24/10/16,000000,149.2300000,152.2300000,148.3200000,149.2000000,160586680
31/10/16,000000,148.9400000,148.9800000,141.6000000,142.7500000,172187910
07/11/16,000000,143.6200000,155.5700000,142.5000000,151.5100000,341581930
14/11/16,000000,152.4800000,152.8500000,148.7500000,150.0500000,198473790
21/11/16,000000,150.9300000,163.4200000,150.9000000,160.3600000,282678710
28/11/16,000000,160.1000000,161.1200000,157.1000000,159.4000000,242130300
05/12/16,000000,158.7600000,170.8700000,158.4300000,169.6600000,323092190
12/12/16,000000,172.0000000,178.9300000,171.3500000,173.9000000,357510770
19/12/16,000000,174.7500000,185.3400000,168.5500000,171.1500000,262498230
26/12/16,000000,171.2100000,173.6300000,167.5500000,173.2500000,162937460
02/01/17,000000,173.4100000,181.6800000,169.5000000,170.6900000,165642640
09/01/17,000000,171.3700000,173.0500000,163.8800000,164.9000000,282483080
16/01/17,000000,165.2100000,168.1900000,163.3400000,167.4900000,196936880
23/01/17,000000,167.3100000,178.9200000,164.5300000,178.9200000,251441100
30/01/17,000000,177.5000000,178.0000000,171.7500000,173.8000000,200169000
06/02/17,000000,174.3000000,174.9800000,165.4000000,165.5000000,208619900
13/02/17,000000,166.0600000,167.1200000,160.0000000,165.4900000,253093680
20/02/17,000000,166.3700000,168.3800000,163.9300000,165.5100000,136801570
27/02/17,000000,166.0000000,166.3400000,155.7000000,164.4000000,275260490
06/03/17,000000,164.5100000,165.9900000,155.2300000,157.5000000,196469590
13/03/17,000000,157.4700000,162.8500000,155.8600000,161.1500000,275668680
20/03/17,000000,161.5300000,165.9000000,159.7500000,164.5200000,193488810
27/03/17,000000,163.0300000,164.9000000,159.5100000,159.8000000,147789700
03/04/17,000000,160.5000000,168.4500000,159.8400000,161.4900000,197673310
10/04/17,000000,161.1400000,161.3900000,148.6000000,149.2400000,274969070
17/04/17,000000,149.4000000,160.3000000,147.6200000,159.5900000,269265760
24/04/17,000000,161.1300000,166.0000000,161.0000000,165.2000000,222061890
01/05/17,000000,166.0000000,168.3400000,163.6300000,165.8000000,148906380
08/05/17,000000,167.0100000,172.3900000,166.4100000,167.7000000,140098240
15/05/17,000000,168.5100000,172.0000000,164.7000000,168.8700000,213280550
22/05/17,000000,170.4800000,170.4800000,160.6200000,160.7000000,196196330
29/05/17,000000,160.9900000,164.2200000,151.6200000,157.1400000,241583390
05/06/17,000000,157.1100000,158.8900000,148.2500000,150.1300000,240047840
12/06/17,000000,145.4000000,147.3000000,136.2000000,141.6300000,373952220
19/06/17,000000,142.5000000,147.1000000,141.7800000,144.1000000,258756020
26/06/17,000000,144.8500000,147.2000000,142.8800000,145.5900000,258959810
03/07/17,000000,146.6900000,152.5000000,146.2200000,152.1600000,234976030
10/07/17,000000,152.3700000,162.6200000,152.3600000,161.4000000,306503520
17/07/17,000000,161.8000000,164.9100000,159.8200000,162.1000000,209829810
24/07/17,000000,161.2900000,166.0000000,158.6000000,165.4000000,248420620
31/07/17,000000,165.5200000,170.9800000,163.8800000,169.7300000,249775640
07/08/17,000000,170.4700000,175.8800000,168.6400000,172.0500000,225336000
14/08/17,000000,172.7700000,175.3000000,168.1300000,169.5000000,181219610
21/08/17,000000,169.7800000,182.2500000,168.5000000,180.5100000,277014960
28/08/17,000000,180.7500000,186.3300000,179.2000000,183.6600000,220506770
04/09/17,000000,181.8200000,187.4300000,180.9300000,185.8900000,199647000
11/09/17,000000,186.7000000,192.3100000,186.0000000,188.7500000,242503970
18/09/17,000000,189.5800000,190.3700000,182.6500000,187.5500000,199642330
25/09/17,000000,187.3300000,195.0000000,186.3700000,192.3300000,266439620
02/10/17,000000,192.7100000,196.4200000,189.0600000,194.1600000,192830100
09/10/17,000000,194.2200000,197.2900000,192.5800000,196.4800000,168715990
16/10/17,000000,197.5300000,198.5200000,191.8100000,192.9700000,165666730
23/10/17,000000,193.4300000,196.1800000,190.1300000,196.0500000,159728870
30/10/17,000000,196.3200000,197.7000000,192.3800000,193.8000000,162022280
06/11/17,000000,196.5000000,229.4000000,195.5600000,217.7000000,483320890
13/11/17,000000,217.8000000,228.5800000,215.7800000,225.6500000,292658100
20/11/17,000000,225.7000000,233.9500000,222.1500000,228.0000000,227632960
27/11/17,000000,228.3900000,231.5000000,220.7600000,221.5000000,184347810
04/12/17,000000,222.0000000,226.0000000,219.2300000,220.8900000,162523690
11/12/17,000000,221.4000000,230.5000000,220.5400000,226.5300000,233717430
18/12/17,000000,227.5000000,228.9000000,221.1200000,221.4400000,149889740
25/12/17,000000,222.2200000,227.2000000,221.0000000,225.2000000,96493020
01/01/18,000000,226.8800000,239.9500000,226.3500000,238.6000000,119582940
08/01/18,000000,239.0400000,243.7600000,235.2100000,237.7500000,166460220
15/01/18,000000,239.0300000,246.6900000,236.0100000,242.4500000,184648940
22/01/18,000000,242.9700000,251.6500000,241.4100000,247.0000000,190317810
29/01/18,000000,247.5000000,270.3000000,246.0000000,257.3200000,315944620
05/02/18,000000,254.9300000,264.3700000,244.1300000,250.1100000,303509660
12/02/18,000000,253.0000000,268.7700000,251.6700000,266.9900000,258267290
19/02/18,000000,267.0000000,279.5000000,264.7200000,277.4900000,169856090
26/02/18,000000,279.0000000,285.0000000,268.5600000,273.0000000,245194030
05/03/18,000000,273.7000000,281.5000000,270.1500000,274.6000000,150898360
12/03/18,000000,276.0500000,277.3000000,249.7600000,256.1500000,289826120
19/03/18,000000,257.8000000,271.8000000,250.0100000,262.0000000,276201030
26/03/18,000000,262.0200000,264.8700000,250.7500000,253.5700000,190043060
02/04/18,000000,253.6000000,262.8900000,245.3800000,256.7600000,243814500
09/04/18,000000,255.1000000,255.3000000,197.0000000,204.7000000,911006960
16/04/18,000000,199.3500000,222.2200000,191.5000000,215.3600000,733031350
23/04/18,000000,216.4800000,228.4300000,213.2200000,224.8700000,435250660
30/04/18,000000,224.5000000,232.7400000,221.5800000,228.5500000,206811780
07/05/18,000000,230.2000000,237.9500000,224.5000000,235.7200000,220151290
14/05/18,000000,236.2200000,237.8000000,222.2000000,222.2000000,261445850
21/05/18,000000,223.5500000,227.2700000,219.0000000,220.0000000,218158880
28/05/18,000000,219.4700000,224.3500000,217.1000000,220.0000000,210498410
04/06/18,000000,221.1400000,222.6700000,210.2500000,212.6000000,225652690
11/06/18,000000,212.5800000,217.4900000,207.9000000,209.3600000,205662640
18/06/18,000000,209.0000000,215.0000000,202.1100000,214.4300000,298911760
25/06/18,000000,204.5000000,218.3000000,198.5500000,218.0000000,315002820
02/07/18,000000,217.0100000,227.5900000,216.0000000,226.7100000,222571770
09/07/18,000000,228.5000000,232.2500000,224.8000000,229.8500000,230581270
16/07/18,000000,230.1000000,231.0000000,201.1000000,204.3400000,378930630
23/07/18,000000,205.4200000,216.5100000,205.2500000,208.9000000,303647640
30/07/18,000000,207.7700000,215.2000000,202.0000000,202.2100000,263016630
06/08/18,000000,201.8000000,207.9500000,182.0600000,186.1500000,528480050
13/08/18,000000,182.1600000,195.9800000,180.1500000,189.5500000,366397820
20/08/18,000000,190.9800000,193.9900000,172.8000000,180.3900000,436374490
27/08/18,000000,181.4800000,185.5700000,175.6100000,182.0000000,270138970
03/09/18,000000,181.7200000,182.8700000,173.8500000,174.9000000,249754030
10/09/18,000000,175.0500000,189.0400000,165.9000000,188.7100000,586678510
17/09/18,000000,190.0000000,197.7300000,186.5100000,193.4400000,453045180
24/09/18,000000,194.5000000,205.6700000,193.5900000,203.3200000,430671780
01/10/18,000000,204.5000000,205.9800000,185.0500000,187.2000000,400771440
08/10/18,000000,187.0500000,196.0400000,182.3000000,191.8500000,423491980
15/10/18,000000,192.5000000,198.8000000,183.8000000,183.8000000,342777280
22/10/18,000000,184.8400000,189.2500000,177.0200000,181.0000000,449918080
29/10/18,000000,180.6000000,192.9800000,178.6400000,192.6000000,335652860
05/11/18,000000,194.5100000,204.7000000,193.7300000,195.7500000,354640240
12/11/18,000000,197.9700000,203.5000000,193.1800000,199.2600000,372119610
19/11/18,000000,198.9500000,200.7000000,191.8100000,197.3000000,275761360
26/11/18,000000,197.5000000,197.7900000,185.5300000,194.0000000,415389000
03/12/18,000000,197.9900000,201.9000000,190.1100000,195.0100000,316962820
10/12/18,000000,192.7200000,193.9200000,183.7300000,184.9300000,283905400
17/12/18,000000,184.6500000,191.8200000,180.3700000,186.7900000,349346480
24/12/18,000000,186.1000000,187.4000000,179.0400000,186.3400000,193295940
31/12/18,000000,186.3700000,191.5000000,186.0000000,190.9900000,72642870
07/01/19,000000,191.6600000,198.9600000,190.3700000,196.8000000,229070500
14/01/19,000000,195.6800000,208.4400000,194.0000000,208.4400000,294017730
21/01/19,000000,208.9200000,214.1400000,205.6300000,212.0000000,323113340
28/01/19,000000,212.0000000,218.7000000,206.9100000,216.2900000,315090300
04/02/19,000000,216.2500000,218.5500000,208.7000000,210.4300000,254239020
11/02/19,000000,211.0000000,220.7000000,201.7000000,208.0000000,441904690
18/02/19,000000,208.7000000,209.7300000,201.1000000,205.2500000,323407480
25/02/19,000000,205.5000000,209.0000000,202.9000000,206.5400000,283815020
04/03/19,000000,207.0200000,207.5000000,202.2500000,203.9500000,176748330
11/03/19,000000,203.2000000,206.8900000,202.5600000,203.5500000,192531980
18/03/19,000000,204.2500000,212.2900000,204.1100000,207.7000000,260231340
25/03/19,000000,206.6600000,219.2500000,205.5500000,214.4200000,394307160
01/04/19,000000,215.0500000,227.7000000,215.0100000,227.5000000,322640440
08/04/19,000000,227.9000000,247.2300000,227.9000000,239.5000000,518415160
15/04/19,000000,240.3900000,242.3000000,230.8400000,232.6000000,272286600
22/04/19,000000,233.7000000,237.5600000,222.0800000,223.1800000,339486700
29/04/19,000000,223.7000000,233.0000000,223.0500000,232.5200000,196194790
06/05/19,000000,228.7200000,234.3400000,226.1100000,227.0000000,180837460
13/05/19,000000,226.6000000,231.4500000,224.1500000,226.9400000,253136450
20/05/19,000000,228.1000000,237.4000000,225.1000000,234.4500000,265501300
27/05/19,000000,235.2700000,237.4700000,229.2100000,233.2400000,242751310
03/06/19,000000,231.1800000,249.0000000,230.3500000,248.2800000,336689480
10/06/19,000000,249.5800000,250.6500000,232.5500000,238.8000000,255107320
17/06/19,000000,238.9100000,244.9900000,236.3600000,238.0200000,241528740
24/06/19,000000,239.0100000,242.4400000,234.2000000,238.5500000,187354020
01/07/19,000000,240.9800000,243.9000000,239.7000000,242.8300000,164931950
08/07/19,000000,242.2200000,245.5000000,236.3700000,237.0200000,177139110
15/07/19,000000,237.9000000,238.5900000,232.2500000,232.8500000,172048120
22/07/19,000000,232.9300000,234.6500000,228.5200000,230.5500000,160382720
29/07/19,000000,230.7000000,237.5500000,220.3000000,220.8100000,253540070
05/08/19,000000,219.7800000,227.6000000,219.4500000,220.6700000,209915490
12/08/19,000000,222.3800000,225.7500000,212.8800000,215.0500000,233924910
19/08/19,000000,217.0400000,223.1000000,214.0600000,219.5000000,217815280
26/08/19,000000,217.5400000,225.2000000,215.6100000,224.2000000,210500470
02/09/19,000000,224.0500000,231.2000000,222.0500000,229.0200000,217383540
09/09/19,000000,229.8800000,235.9000000,227.1000000,233.0000000,186939730
16/09/19,000000,234.9800000,237.2000000,230.7200000,232.0000000,200696590
23/09/19,000000,231.7100000,232.1700000,225.3000000,228.0500000,160189000
30/09/19,000000,228.5700000,229.5600000,221.8700000,222.7600000,172924270
07/10/19,000000,223.1700000,231.2000000,222.4100000,230.3100000,179884970
14/10/19,000000,230.2900000,236.0300000,227.0000000,235.5500000,193186400
21/10/19,000000,236.0200000,242.7800000,234.0400000,240.0000000,193379630
28/10/19,000000,240.5100000,242.3300000,232.8000000,236.4000000,223504160
04/11/19,000000,239.6000000,242.9500000,236.5200000,240.1700000,151752320
11/11/19,000000,239.0200000,243.7400000,235.8100000,240.0000000,158966780
18/11/19,000000,240.5900000,241.2300000,235.8000000,238.1300000,148339210
25/11/19,000000,238.6800000,239.7500000,231.9700000,233.9800000,143815110
02/12/19,000000,234.5900000,236.3700000,229.0300000,235.1400000,135571870
09/12/19,000000,235.4600000,243.2500000,234.3000000,241.2100000,181008170
16/12/19,000000,242.0200000,248.4000000,240.1300000,244.7100000,207864600
23/12/19,000000,244.7500000,252.9500000,244.0700000,252.0600000,97764870
30/12/19,000000,252.0900000,258.1900000,250.7300000,255.0000000,78956090
06/01/20,000000,254.7500000,261.7600000,251.4000000,258.1900000,120101920
13/01/20,000000,258.2100000,263.2200000,254.2100000,262.5000000,191392290
20/01/20,000000,263.2200000,270.8000000,261.8000000,265.4900000,179578470
27/01/20,000000,260.9900000,262.1000000,252.1700000,252.2000000,218206590
03/02/20,000000,251.8000000,258.0000000,248.7300000,254.3000000,246451020
10/02/20,000000,254.5500000,259.7700000,251.4000000,251.7500000,233412110
17/02/20,000000,252.5000000,253.1000000,247.2400000,250.8000000,146761600
24/02/20,000000,247.9800000,251.2100000,231.0000000,233.3600000,289109440
02/03/20,000000,238.5500000,241.0000000,216.6700000,219.9900000,400250580
09/03/20,000000,197.9900000,212.7400000,173.1400000,198.6000000,840854990
16/03/20,000000,194.0000000,204.7800000,172.1500000,195.6900000,869342810
23/03/20,000000,188.0000000,201.0000000,180.1700000,180.3800000,675141720
30/03/20,000000,177.0300000,189.9000000,174.9000000,185.6400000,502069960
06/04/20,000000,187.5200000,205.4400000,186.4200000,201.9900000,441885620
13/04/20,000000,201.9900000,202.8500000,183.5300000,191.8000000,399899690
20/04/20,000000,190.6000000,192.5000000,183.6500000,188.9100000,349243800
27/04/20,000000,189.9500000,199.7000000,188.1700000,197.2500000,278977490
04/05/20,000000,195.6800000,198.1500000,193.2600000,196.0200000,232439590
11/05/20,000000,193.3000000,198.0000000,183.3300000,183.8500000,270093960
18/05/20,000000,186.0600000,196.3100000,185.4000000,188.9000000,412050450
25/05/20,000000,189.6200000,205.0000000,188.8000000,200.5000000,441628500
