0.29	0.99	0.49	0.83	0.76	0.61	0.83	1.00	0.68	0.94	0.42	0.99	0.20	0.94
0.59	0.94	0.85	0.63	0.93	0.63	0.76	0.99	0.47	0.99	0.22	0.94	0.08	0.94
0.70	0.63	0.91	0.94	0.87	0.63	0.62	0.61	0.33	0.83	0.13	0.94	0.05	0.83
0.66	0.83	0.81	0.94	0.68	0.94	0.43	0.61	0.21	0.61	0.08	0.99	0.02	0.61
0.97	0.94	0.95	0.83	0.71	0.61	0.40	0.63	0.17	0.63	0.05	0.94	0.01	0.63
0.06	0.83	0.17	0.94	0.41	0.63	0.71	0.63	0.91	0.61	0.88	0.61	0.66	0.61
0.65	0.63	0.82	0.83	0.71	0.99	0.46	0.94	0.23	0.99	0.09	0.63	0.03	0.63
0.54	0.61	0.64	0.63	0.56	0.83	0.53	0.63	0.44	0.94	0.27	0.61	0.12	0.63
0.21	0.61	0.39	0.63	0.53	0.83	0.53	0.83	0.56	0.83	0.52	0.83	0.35	0.61
0.39	0.94	0.68	0.83	0.90	0.83	0.90	0.63	0.68	0.61	0.39	0.83	0.17	0.94
0.52	0.61	0.80	0.61	0.92	0.61	0.80	0.83	0.52	0.83	0.26	0.83	0.09	0.99
0.26	0.63	0.41	0.61	0.47	0.94	0.59	0.83	0.65	0.94	0.52	0.83	0.31	0.63
0.71	0.94	0.91	0.83	0.87	0.61	0.61	0.94	0.32	0.63	0.13	0.61	0.05	0.63
0.69	0.61	0.57	0.83	0.54	0.99	0.46	0.83	0.28	0.99	0.13	0.61	0.04	0.63
0.73	0.61	0.57	0.99	0.51	0.99	0.41	0.83	0.24	0.83	0.10	0.94	0.03	0.61
0.89	0.63	0.70	0.63	0.40	0.94	0.25	0.94	0.14	0.99	0.05	0.61	0.02	0.83
