0.41	0.94	0.61	0.61	0.67	0.94	0.54	0.61	0.46	0.83	0.34	0.99	0.19	0.83
0.20	0.94	0.47	0.61	0.77	0.94	0.95	0.83	0.89	0.61	0.64	0.83	0.36	0.83
0.15	0.63	0.31	0.99	0.61	0.94	0.85	1.00	0.87	0.99	0.68	0.61	0.40	0.83
0.82	0.83	0.73	0.94	0.48	0.63	0.34	0.83	0.21	0.61	0.10	0.99	0.03	0.83
0.95	0.83	0.90	0.63	0.62	0.99	0.32	0.83	0.12	0.94	0.05	0.99	0.02	0.99
0.73	0.61	0.88	0.99	0.79	0.61	0.52	0.63	0.26	0.83	0.13	0.83	0.06	0.99
0.86	0.99	0.99	0.94	0.87	0.99	0.58	0.83	0.29	0.94	0.11	0.61	0.03	0.61
0.96	0.99	0.97	0.61	0.74	0.94	0.43	0.99	0.19	0.63	0.06	0.83	0.02	0.99
0.06	0.61	0.12	0.83	0.28	0.61	0.56	0.61	0.80	0.63	0.86	0.63	0.70	0.61
0.79	0.99	0.54	0.63	0.43	0.83	0.30	0.94	0.15	0.83	0.06	0.63	0.02	0.99
0.50	0.99	0.63	0.63	0.72	0.94	0.59	0.94	0.35	0.94	0.16	0.61	0.06	0.94
0.35	0.83	0.64	0.63	0.87	0.61	0.91	0.83	0.71	0.83	0.42	0.61	0.19	0.99
0.34	0.94	0.41	0.61	0.58	0.99	0.72	0.99	0.65	0.63	0.43	0.63	0.22	0.94
0.05	0.83	0.16	0.94	0.36	0.63	0.62	0.63	0.82	0.83	0.81	0.63	0.61	0.99
0.12	0.61	0.29	0.94	0.55	0.63	0.80	0.99	0.89	0.61	0.74	0.61	0.47	0.94
0.27	0.61	0.52	0.99	0.77	0.63	0.85	0.94	0.70	0.99	0.44	0.63	0.21	0.99
